99,2,0,'<p>Luis visitó el mes pasado a unos parientes de Europa.</p>'
100,2,0,'<p>Laura me recomendó consultar urgente al médico.</p>'
101,2,0,'<p>En Londres el clima es muy húmedo.</p>'
102,2,0,'<p>A Miguel le entregaron ayer el auto nuevo.</p>'
103,2,0,'<p>Elisa nunca supo cómo resolver el problema.</p>'
104,2,0,'<p>Ayer charlamos con Laura sobre su hija.</p>'
105,2,0,'<p>La discusión de ayer era inevitable.</p>'
106,2,0,'<p>Daniel preparó café para sus amigos.</p>'
107,2,0,'<p>No fueron claras las cuentas de la empresa.</p>'
108,2,0,'<p>Los amigos lo acompañaron en ese momento.</p>'
109,2,0,'<p>La picadura de ciertas arañas puede ser mortal.</p>'
110,2,0,'<p>Tanto insistió con eso que al final se lo dieron.</p>'
111,2,0,'<p>El mago hizo trucos con cartas.</p>'
112,2,0,'<p>Los niños se asustaron cuando vieron a los leones.</p>'
113,2,0,'<p>A Luis no lo engañan con ese viejo truco.</p>'
114,2,0,'<p>Los hijos de Juan estudiaron durante las vacaciones.</p>'
115,2,0,'<p>El hermano de Martín es un médico muy prestigioso.</p>'
116,2,0,'<p>Este año iremos de vacaciones a la montaña.</p>'
117,2,0,'<p>La madre de Mariela es una muy buena repostera.</p>'
118,2,0,'<p>Durante la noche algunos felinos salen a cazar.</p>'
119,2,0,'<p>El oro es un metal muy codiciado.</p>'
120,2,0,'<p>Algunos días el cielo está todo estrellado.</p>'
121,2,0,'<p>Juan tiene muy poca visión en ambos ojos.</p>'
122,2,0,'<p>El patrón le ordenó a la criada callarse.</p>'
123,2,0,'<p>Él se encontró con María el otro día.</p>'
124,2,0,'<p>En su casa siempre hacen comidas muy elaboradas.</p>'
125,2,0,'<p>Los loros comieron la plantación de maíz.</p>'
126,2,0,'<p>María nunca ha hecho llorar a sus padres.</p>'
127,2,0,'<p>Cada lengua del mundo posee una gramática.</p>'
128,2,0,'<p>El destino volvió a unir a los amigos.</p>'
129,2,0,'<p>En el tribunal la votación fue reñida.</p>'
