0,1,0,<p>¡Coronados de gloria vivamos, o juremos con gloria morir!</p> 
72,2,0,<p>No desearás a la mujer de tu prójimo.</p>
73,2,0,<p>Lucifer es uno de los nombres del diablo.</p>
74,2,0,<p>El fumar es perjudicial para la salud.</p>
75,2,0,<p>Las cosas se hacen bien o no se hacen.</p>
76,2,0,<p>No te des por vencido ni aun vencido.</p>
77,2,0,<p>A Pinocho le crecía la nariz cada vez que mentía.</p>
78,2,0,<p>No hagas promesas que no puedas cumplir.</p>
79,2,0,<p>En el tambo ordeñan a las vacas.</p>
80,2,0,<p>Aquiles luchó en la Guerra de Troya.</p>
81,2,0,<p>Hoy es noche buena y mañana navidad.</p>
82,2,0,<p>Ser o no ser, ésa es la cuestión.</p>
83,2,0,<p>El Rey Arturo y los caballeros de la mesa redonda.</p>
84,2,0,<p>Ganarás el pan con el sudor de tu frente.</p>
85,2,0,<p>Los ateos no creen en Dios.</p>
86,2,0,<p>El hombre es un animal racional.</p>
87,2,0,<p>Ante la duda consulte a su médico.</p>
88,2,0,<p>El gato atrapó muchos ratones.</p>
89,2,0,<p>El perro enterró un hueso en el patio.</p>
90,2,0,<p>El oro es un metal muy codiciado.</p>
91,2,0,<p>La Pampa tiene el ombú y los Andes la cordillera.</p>
92,2,0,<p>El mago hizo trucos con cartas.</p>
93,2,0,<p>En Alemania tiraron el muro de Berlín.</p>
94,2,0,<p>Hasta aquí llegó mi amor.</p>
95,2,0,<p>En el horno de la panadería cocinan el pan.</p>
96,2,0,<p>Quién se ha tomado todo el vino.</p>
97,2,0,<p>Los Reyes Magos dejaron regalos para los niños.</p>
98,2,0,<p>El que esté libre de pecado que tire la primera piedra.</p>
99,2,0,<p>Los amigos lo acompañaron en ese momento.</p>
100,2,0,<p>En Londres el clima es muy húmedo.</p>
101,2,0,<p>Laura me recomendó consultar urgente al médico.</p>
102,2,0,<p>El destino volvió a unir a los amigos.</p>
103,2,0,<p>Juan tiene muy poca visión en ambos ojos.</p>
104,2,0,<p>La discusión de ayer era inevitable.</p>
105,2,0,<p>En su casa siempre hacen comidas muy elaboradas.</p>
106,2,0,<p>Tanto insistió con eso que al final se lo dieron.</p>
107,2,0,<p>Los hijos de Juan estudiaron durante las vacaciones.</p>
108,2,0,<p>El patrón le ordenó a la criada callarse.</p>
109,2,0,<p>Este año iremos de vacaciones a la montaña.</p>
110,2,0,<p>A Mario le gusta ver cine los domingos.</p>
111,2,0,<p>Los niños se asustaron cuando vieron a los leones.</p>
112,2,0,<p>La picadura de ciertas arañas puede ser mortal.</p>
113,2,0,<p>El mate es originario de la Argentina.</p>
114,2,0,<p>En la casa de Juan no hay animales.</p>
115,2,0,<p>La película terminó de forma extraña.</p>
116,2,0,<p>En Alaska las temperaturas son muy bajas.</p>
117,2,0,<p>En el tribunal la votación fue reñida.</p>
118,2,0,<p>Algunos días el cielo está todo estrellado.</p>
119,2,0,<p>No fueron claras las cuentas de la empresa.</p>
120,2,0,<p>A las hojas las amontona el viento.</p>
121,2,0,<p>A Luis no lo engañan con ese viejo truco.</p>
122,2,0,<p>A Miguel le entregaron ayer el auto nuevo.</p>
123,2,0,<p>María nunca ha hecho llorar a sus padres.</p>
124,2,0,<p>Gustavo encontró una billetera tirada en el bar.</p>
125,2,0,<p>Luis visitó el mes pasado a unos parientes de Europa.</p>
126,2,0,<p>Daniel preparó café para sus amigos.</p>
127,2,0,<p>Jorge consiguió una beca para estudiar en la universidad.</p>
128,2,0,<p>El hermano de Martín es un médico muy prestigioso.</p>
129,2,0,<p>La madre de Mariela es una muy buena repostera.</p>
130,2,0,<p>Durante la noche algunos felinos salen a cazar.</p>
131,2,0,<p>Juan no anda bien con su pareja.</p>
132,2,0,<p>DArtagnan era amigo de los tres mosqueteros.</p>
133,2,0,<p>La casa de Martín tiene un parque muy grande.</p>
134,2,0,<p>Elisa nunca supo cómo resolver el problema.</p>
135,2,0,<p>Los loros comieron la plantación de maíz.</p>
136,2,0,<p>Javier tiene amigos que son muy raros.</p>
137,2,0,<p>El arco iris se forma luego de la lluvia.</p>
138,2,0,<p>Él se encontró con María el otro día.</p>
139,2,0,<p>Luis miró todo el partido de fútbol.</p>
140,2,0,<p>Ayer charlamos con Laura sobre su hija.</p>
141,2,0,<p>Cada lengua del mundo posee una gramática.</p>
